,MMWR Year,Reporting Area,TAVG,PRCP,"Coccidioidomycosis, Previous 52 weeks Max†","Coccidioidomycosis, Cum 2020†","Coccidioidomycosis, Cum 2021†"
760,2021,WISCONSIN,42.8583333333333,2.69,3,11,3
761,2021,WISCONSIN,42.8583333333333,2.69,1,15,4
762,2021,WISCONSIN,42.8583333333333,2.69,3,11,4
763,2021,WISCONSIN,42.8583333333333,2.69,1,16,4
764,2021,WISCONSIN,42.8583333333333,2.69,1,14,4
765,2021,WISCONSIN,42.8583333333333,2.69,1,14,4
766,2021,WISCONSIN,42.8583333333333,2.69,1,16,4
767,2021,WISCONSIN,42.8583333333333,2.69,1,15,4
768,2021,WISCONSIN,42.8583333333333,2.69,2,20,6
769,2021,WISCONSIN,42.8583333333333,2.69,1,15,4
770,2021,WISCONSIN,42.8583333333333,2.69,1,16,4
771,2021,WISCONSIN,42.8583333333333,2.69,1,16,4
772,2021,WISCONSIN,42.8583333333333,2.69,1,16,4
773,2021,WISCONSIN,42.8583333333333,2.69,2,23,9
774,2021,WISCONSIN,42.8583333333333,2.69,1,16,4
775,2021,WISCONSIN,42.8583333333333,2.69,2,20,6
776,2021,WISCONSIN,42.8583333333333,2.69,1,16,4
777,2021,WISCONSIN,42.8583333333333,2.69,1,17,4
778,2021,WISCONSIN,42.8583333333333,2.69,1,18,5
779,2021,WISCONSIN,42.8583333333333,2.69,1,18,5
780,2021,WISCONSIN,42.8583333333333,2.69,2,20,7
781,2021,WISCONSIN,42.8583333333333,2.69,1,19,5
782,2021,WISCONSIN,42.8583333333333,2.69,2,23,10
783,2021,WISCONSIN,42.8583333333333,2.69,1,20,5
784,2021,WISCONSIN,42.8583333333333,2.69,2,20,7
785,2021,WISCONSIN,42.8583333333333,2.69,2,20,7
786,2021,WISCONSIN,42.8583333333333,2.69,2,23,10
787,2021,WISCONSIN,42.8583333333333,2.69,2,20,7
788,2021,WISCONSIN,42.8583333333333,2.69,2,21,9
789,2021,WISCONSIN,42.8583333333333,2.69,2,24,10
790,2021,WISCONSIN,42.8583333333333,2.69,2,22,9
791,2021,WISCONSIN,42.8583333333333,2.69,2,23,9
792,2021,WISCONSIN,42.8583333333333,2.69,2,24,10
